time1,level1
11.75,-0.605292022
11.83333333,-0.992384574
11.91666667,-0.591077024
12,-0.537104134
12.08333333,0.048444346
12.16666667,-0.371507613
12.25,-0.288694766
12.33333333,0.521676445
12.41666667,0.828074761
12.49999999,0.401424264
12.58333332,-0.08509847
12.66666665,-0.286471616
12.74999998,-0.55515629
12.83333331,-0.717245561
12.91666664,-0.926545752
12.99999997,-0.669279875
13.0833333,-0.961818208
13.16666663,-1.882232467
13.24999996,-2.471966884
13.33333329,-2.050727065
13.41666662,-2.151464708
13.49999995,-2.397750761
13.58333328,-2.379111469
13.66666661,-2.227512988
13.74999994,-1.895690851
13.83333327,-1.760223233
13.9166666,-1.843480072
13.99999993,-1.632173171
14.08333326,-1.440953409
14.16666659,-1.859887255
14.24999992,-1.79712675
14.33333325,-1.614874172
14.41666658,-1.519499185
14.49999991,-1.530065589
14.58333324,-1.294800973
14.66666657,-1.493659125
14.7499999,-1.056650611
14.83333323,-1.176840118
14.91666656,-0.756162939
14.99999989,-0.459821238
15.08333322,-1.209747448
15.16666655,-1.869002867
15.24999988,-1.079446541
15.33333321,-0.303775988
15.41666654,-0.315777206
15.49999987,-0.624005529
15.5833332,-0.779389327
15.66666653,-0.969870468
15.74999986,-0.770736007
15.83333319,-0.38853936
15.91666652,-0.28178371
15.99999985,-0.300163925
16.08333318,0.912104306
16.16666651,1.605964047
16.24999984,1.034849343
16.33333317,1.038568188
16.4166665,1.561919209
16.49999983,1.563856204
16.58333316,1.984749951
16.66666649,1.859669437
16.74999982,1.328049052
16.83333315,0.885843845
16.91666648,0.640979634
16.99999981,0.422265949
17.08333314,0.446201605
17.16666647,0.938732706
17.2499998,-0.707414014
17.33333313,1.767075219
17.41666646,1.310584163
17.49999979,1.186575966
17.58333312,1.160720054
17.66666645,1.443094781
17.74999978,1.282853517
17.83333311,1.344456572
17.91666644,1.05325528
17.99999977,1.034560312
18.0833331,1.0675824
18.16666643,0.581269039
18.24999976,0.801638944
18.33333309,1.197511651
18.41666642,1.33685627
18.49999975,1.050645263
18.58333308,0.901845949
18.66666641,0.910544328
18.74999974,0.819610049
18.83333307,0.704005273
18.9166664,0.805503155
18.99999973,0.741912058
19.08333306,-0.029848126
19.16666639,-0.467830316
19.24999972,-0.749724669
19.33333305,-0.117206032
19.41666638,0.070280172
19.49999971,0.326215577
19.58333304,0.379864552
19.66666637,0.288318938
19.7499997,0.573161894
19.83333303,0.624853948
19.91666636,0.38058634
19.99999969,0.900661634
20.08333302,1.489706098
20.16666635,0.324664579
20.24999968,-0.627862794
20.33333301,-0.894045386
20.41666634,-1.224743009
20.49999967,-1.29596496
20.583333,-1.417150618
20.66666633,-1.511204052
20.74999966,-1.607831302
20.83333299,-1.519076883
20.91666632,-1.518335138
20.99999965,-1.112812701
21.08333298,-1.436179615
21.16666631,-1.257494968
21.24999964,-1.512869071
21.33333297,-0.358965796
21.4166663,-0.390059061
21.49999963,-0.065649042
21.58333296,-0.149879499
21.66666629,0.004348001
21.74999962,0.06003568
21.83333295,0.207630748
21.91666628,0.495149796
21.99999961,0.578873785
22.08333294,1.298833881
22.16666627,0.376965567
22.2499996,0.159447595
22.33333293,0.457121825
22.41666626,1.469300768
22.49999959,2.306993665
22.58333292,2.262351991
22.66666625,2.076475353
22.74999958,1.757071956
22.83333291,1.719077762
22.91666624,1.669917088
22.99999957,1.283355555
23.0833329,0.450123343
23.16666623,-0.185850696
23.24999956,-0.554098939
23.33333289,0.333726753
23.41666622,0.720526166
23.49999955,0.630818579
23.58333288,0.19205064
23.66666621,-0.178677874
23.74999954,-0.206954729
23.83333287,-0.124357853
23.9166662,-0.034058087
23.99999953,-0.168807742
24.08333286,-0.522179482
24.16666619,-1.382251932
24.24999952,-0.704268439
24.33333285,-0.097373669
24.41666618,0.046920646
24.49999951,0.511644817
24.58333284,0.722540972
24.66666617,0.568708422
24.7499995,0.472261846
24.83333283,1.322107155
24.91666616,1.15347584
24.99999949,0.989095436
25.08333282,0.88808896
25.16666615,-0.174630157
25.24999948,-0.17501568
25.33333281,-0.474703775
25.41666614,-0.838616081
25.49999947,-0.254209873
25.5833328,-0.111446835
25.66666613,-0.504228367
25.74999946,-0.762738535
25.83333279,-0.833589475
25.91666612,-0.859149484
25.99999945,-1.111213012
26.08333278,-1.279962446
26.16666611,-1.596492362
26.24999944,-2.274465998
26.33333277,-0.63400931
26.4166661,0.563548167
26.49999943,1.287263359
26.58333276,0.792471871
26.66666609,0.654271747
26.74999942,0.728179371
26.83333275,0.382063062
26.91666608,0.213953
26.99999941,0.123531304
27.08333274,0.018309485
27.16666607,-0.785814726
27.2499994,-0.395212697
27.33333273,0.377501917
27.41666606,0.575594088
27.49999939,0.280637109
27.58333272,0.058265358
27.66666605,-0.260423152
27.74999938,-0.481212025
27.83333271,-0.91175362
27.91666604,-0.976620661
27.99999937,-0.944655552
28.0833327,-0.833653226
28.16666603,-0.682722973
28.24999936,-0.912942604
28.33333269,-1.331411019
28.41666602,-1.697265998
28.49999935,-2.081415363
28.58333268,-2.258924145
28.66666601,-2.493693511
28.74999934,-2.781807163
28.83333267,-2.596438963
28.916666,-2.860765606
28.99999933,-2.765154809
29.08333266,-1.281707993
29.16666599,-0.422540498
29.24999932,-1.028434586
29.33333265,-0.189971665
29.41666598,-0.55268923
29.49999931,-1.158973423
29.58333264,-1.539586593
29.66666597,-1.767427966
29.7499993,-1.421881207
29.83333263,-1.247642256
29.91666596,-0.992492614
29.99999929,0.059674133
30.08333262,0.086450259
30.16666595,-0.170284431
30.24999928,0.536985551
30.33333261,0.884199246
30.41666594,0.772422685
30.49999927,0.396794398
30.5833326,0.191856997
30.66666593,-0.030285511
30.74999926,-0.190316452
30.83333259,-0.104454267
30.91666592,0.251914046
30.99999925,0.777368609
31.08333258,1.795195704
31.16666591,2.737271593
31.24999924,2.57241184
31.33333257,2.637078998
31.4166659,2.222945965
31.49999923,1.830679025
31.58333256,1.421128109
31.66666589,1.221401813
31.74999922,1.313517506
31.83333255,0.816733857
31.91666588,0.571057707
31.99999921,0.929542483
32.08333254,1.286168794
32.16666587,0.938810674
32.2499992,0.79458608
32.33333253,0.593484124
32.41666586,0.577787886
32.49999919,0.794694451
32.58333252,0.576363368
32.66666585,0.664909113
32.74999918,0.41905002
32.83333251,0.381521383
32.91666584,0.310723107
32.99999917,0.141181394
33.0833325,0.101571367
33.16666583,-0.511233991
33.24999916,-0.143812174
33.33333249,0.793355374
33.41666582,0.75816506
33.49999915,0.253347617
33.58333248,0.018374314
33.66666581,-0.004633429
33.74999914,-0.019256287
33.83333247,0.990716921
33.9166658,1.701078114
33.99999913,1.950825456
34.08333246,2.367328471
34.16666579,1.641459951
34.24999912,2.082948799
34.33333245,2.032845564
34.41666578,1.465662766
34.49999911,0.903667282
34.58333244,0.478643813
34.66666577,0.553721388
34.7499991,0.352019933
34.83333243,0.416225332
34.91666576,0.237520017
34.99999909,0.356372829
35.08333242,-0.155152906
35.16666575,-1.546184219
35.24999908,-1.009684483
35.33333241,-0.70206913
35.41666574,0.209792723
35.49999907,0.274706025
35.5833324,0.249770045
35.66666573,0.440121482
35.74999906,0.450579854
35.83333239,0.119303924
35.91666572,-0.188135528
35.99999905,-0.047800951
36.08333238,-0.349936503
36.16666571,-0.715669383
36.24999904,-0.881654637
36.33333237,-0.365772393
36.4166657,-0.213271912
36.49999903,-0.451809025
36.58333236,3.04387E-05
36.66666569,-0.356609907
36.74999902,-0.457212815
36.83333235,-0.536149332
36.91666568,-0.821463386
36.99999901,-0.203751582
37.08333234,-0.009567783
37.16666567,-1.323040644
37.249999,-1.754517233
37.33333233,-2.05334207
37.41666566,-2.41314407
37.49999899,-2.536039709
37.58333232,-2.024300622
37.66666565,-1.655778109
37.74999898,-1.428260146
37.83333231,-1.502651394
37.91666564,-1.63061468
37.99999897,-1.671284801
38.0833323,-1.948528719
38.16666563,-1.437479025
38.24999896,-1.184176388
38.33333229,-0.799430646
38.41666562,-0.568251134
38.49999895,-0.972216123
38.58333228,-1.482285073
38.66666561,-1.544307357
38.74999894,-1.575380483
38.83333227,-1.092947926
38.9166656,-0.929297011
38.99999893,-0.092106194
39.08333226,0.546439615
39.16666559,0.473199923
39.24999892,-0.0675626
39.33333225,0.300874432
39.41666558,0.478118963
39.49999891,0.685128203
39.58333224,0.921251262
39.66666557,1.206635905
39.7499989,1.352869128
39.83333223,1.159961773
39.91666556,0.818994704
39.99999889,0.637738613
40.08333222,0.409684035
40.16666555,0.131676839
40.24999888,0.865278163
40.33333221,1.237738352
40.41666554,2.044278468
40.49999887,1.59038661
40.5833322,1.262714941
40.66666553,1.478401648
40.74999886,1.556710301
40.83333219,1.257097192
40.91666552,1.150002038
40.99999885,1.051635437
41.08333218,0.542154687
41.16666551,0.495384186
41.24999884,0.510176549
41.33333217,0.504303658
41.4166655,0.098593363
41.49999883,0.008057851
41.58333216,-0.089355413
41.66666549,0.054473192
41.74999882,0.232473581
41.83333215,0.639536294
41.91666548,1.143448212
41.99999881,1.085848197
42.08333214,0.502549216
42.16666547,-0.247656084
42.2499988,-0.25263307
42.33333213,0.269902756
42.41666546,0.070377172
42.49999879,-0.326682897
42.58333212,-0.768045032
42.66666545,-0.662619788
42.74999878,-0.505823793
42.83333211,-0.365346151
42.91666544,-0.224067236
42.99999877,-0.30493431
43.0833321,-0.420492619
43.16666543,-0.533994358
43.24999876,-0.492035175
43.33333209,-0.132829741
43.41666542,-0.155366106
43.49999875,-0.620614903
43.58333208,-0.865072063
43.66666541,-0.904692932
43.74999874,-0.760256609
43.83333207,-0.974048806
43.9166654,-0.848634681
43.99999873,-0.510565149
44.08333206,-0.056760718
44.16666539,-0.097534717
44.24999872,0.355771394
44.33333205,0.385428728
44.41666538,0.335020355
44.49999871,-0.045937534
44.58333204,-0.338685896
44.66666537,-0.256242885
44.7499987,0.12323056
44.83333203,0.312831673
44.91666536,0.688289475
